review_id,product_id,review
41,2,"라로슈포제 밤 드디어 써보네요 제 지인중 속광이 반짝이고 피부 제일 좋은 친구가 강추했던 3가지 제품 중 하나여서 언젠가 꼭 써봐야지 했어요! 그런데 다들 그러하듯 쟁여둔 제품 너무나 많고 가볍게 사서 테스트 해보기에는 가격도 저렴이는 제품은 아니라 망설이고 있어는데 이번에 컬리에서 세일도 하고 모아두었던 포인트도 있어서 이 때가 라로슈포제 만날 때다 ㅎㅎ 드디어 구입했네요!  사용해보니 왜 다들 라로슈포제 하는지 알겠더라고요. 첫 날은 특이한 사용감에 적응하느라 갸웃했어요. 묽은듯한데 펴바르는 느낌이 묽은 연고 같은 느낌이고 롤링 많이 해서 흡수시키고 나니 기름있는 밤 제형 제품 바른 느낌이더라고요. 2일차, 3일차 써보고 와  !! 저녁에 듬뿍바르고 자니 아침에 화장도 잘 먹고 피부도 광이 보이는 듯해요 ㅎㅎ 피부 컨디션에 따라 개인차 있겠지만 이 제품은 겉광뿐아니라 피부장벽 튼튼하게 해줘서 근본적으로 피부를 지켜주니 좋아질 수 밖에 없을거 같아요. 꾸준템이자 정착템으로 오래 사용해보려해요. 속당김 심한 엄마도 선물드리려고요!  아, 패키지 박스에 테이프도 없고 제품 열었더니 씰도 없더라고요. 원래 그럴게 만들어져 오는 것 같긴해요. 구입하실 분 참고하셔요!  고민하는 분은 피부 좋아질 시간만 늦출 뿐 "
42,2,저는 건성피부를 가졌는데 너무 유분감이 겉도는 무거운 제품은 답답하게 느껴져서 건성피부임에도 주로 가벼운 제형의 크림을 사용해왔어요. 대신 가벼운 크림으로는 겨울이나 요즘처럼 당김이 느껴질 만큼 건조해지는 피부에 부족하더라고요. 햇볕에 노출되면 쉽게 붉어지는 피부이기도 해서 순한 성분의 크림을 찾다가 많이 들어본 제품을 컬리에서 보게 돼서 주문해봤어요. 들어보긴 많이 들어봤는데 처음 주문해보니 굉장히 꾸덕한 질감이더라고요. 혹시나 모공을 막아 트러블을 유발하지는 않을까 걱정돼서 손등에 먼저 발라봤는데 꾸덕한 만큼 흡수되기까지 조금 걸렸지만 생각만큼 유분감이 돌지 않더라고요.  지금까지 3주가량 사용 중인데 나이트크림으로 아주 괜찮아요. 오전에는 베이스로 바르려면 소량 도포해 충분히 흡수시켜야 하는데 제 경우엔 시간부족으로 자칫 화장이 밀릴 수 있어서 주로 저녁 세안 후 스킨케어 마지막 단계로 바릅니다. 저녁에 바르고 자면 다음날 아침에 피부가 보들보들해지고 오돌도톨 올라온 잔트러블이 가라앉더라고요. 너무 건조한 날엔 오전에도 바르는데 한번에 너무 많은 양을 바르기 보다는 적은 양을 여러번 나누어서 바릅니다. 저처럼 건성이신 분들께 추천드려요
43,2,좁쌀 피부트러블나서 발랐는데 진정되고 여드름에 효과 있습니다. 굿 굿 굿
44,2,조아요저렴하게잘샀어요 
45,2,용량이 많아 좋아요 피부과 레이저 하고 난 후 듬뿍 발라요
46,2,무난합니다.. 작은걸 잘못 샀...ㅜㅜ
47,2,상상품에 매우 만족합니다
48,2,조아여아주잘사용하고잇오요ㅐ 해
49,2,제가건성이라 나이도있고 후기가너무좋아서 구매해요 효과 좋았음해요
50,2,나이트케어용으로 너무 좋음
51,2,재생 크림 필요해서 구매했는데 발림성 괜찮아요
52,2,좋다길래 별생각없이 사봤는데 성분이 진짜 안좋네요ㅡㅡ
53,2,재구매  아이가 좋대요
54,2,중독입니다 !!! 라로슈포제 중독  벌써 주변 사람들 여러명 유입 완료에요 ! ㅋㅋㅋ
55,2,굿 맛있게 잘 먹었습니다
56,2,늘 사용하는 제품인데 컬리에서 세일가로 잘 구매했어요
57,2,진짜 별로입니다 배송 중 박스 파손으로 15일 만에 교환 받았는데 더박스 훼손 심하게 된 상품을 받았습니다. 박스 뜯어본 자국 다 있고요 .어떻게 이럴 수 있나요? 쿠폰 쓰고 착한 가격에 구매하면 반품들은 들어온 상품 보내 주시는 건가요? 그래도 상품 자체 실이 없어서 내가 좀 늦게 온다 싶으면 그냥 가도 돼 믿고 구매하는 것 밖에 없는데 믿고 구매한 구매자에게 이런 식으로 답변하시는 건가요? 진짜 실망스럽습니다 기다린 시간이 아까워 교환 받았지만 이런 식으로 판매하지 마세요
58,2,진짜 별로입니다 배송 중 박스 파손으로 15일 만에 교환 받았는데 더박스 훼손 심하게 된 상품을 받았습니다. 박스 뜯어본 자국 다 있고요 .어떻게 이럴 수 있나요? 쿠폰 쓰고 착한 가격에 구매하면 반품들은 들어온 상품 보내 주시는 건가요? 안그래도 상품 자체 씰이 없어서 믿고 구매하는 것 밖에 없는데 믿고 구매한 구매자에게 이런 식으로 하시는 건가요? 진짜 후회스럽습니다 기다린 시간이 아까워 교환 받았지만 이런 식으로 판매하지 마세요
59,2,프랑스 여행갔을때 세일하길래 써보고 좋아서 정착한 아이템 새일하길래 쟁였어요 얼굴에 광이 나요
60,3,날씨가 추워지니 피부가 건조해진게 느껴져서 마스크팩을 사야겠다 싶었는데 메디힐이 딱 들어왔네요!  마스크팩  메디힐은 공식이라고 생각하는 사람으로서 언제 메디힐이 들어오나 기다렸는데 너무 좋네요!!   저는 여드름성 피부라서 시카 마스크를 구매했는데 확실히 붉은기가 진정되고 오돌토돌하게 만져지던 피부들이 빠르게 진정되더라구요   거기다가 한장에 천원도 안되는꼴이니 23일에 한번씩 사용하기에 가격도 너무 착하고 그렇다고 시트가 너무 얇아서 찢어지거나 하는 것도 없어요! 앰플 양도 넉넉히 들어있어서 남은 앰플은 몸에도 발라주고 있어요   위험 성분까지 없으니 올 겨울은 메디힐 마스크팩으로 촉촉하게 피부 관리해야겠습니다  메디힐 다른 마스크팩도 얼른 들어왔으면 좋겠어요!!! 
61,3," 마스크팩은 역시! 메디힐이죠. 컬리에 메디힐이 들어오다니, 기다리길 잘했습니다.   저는 마스크팩을 쓸때 몇가지를 중요하데 생각하는데요.   1. 시트가 밀착될 것 2. 에센스가 충분할 것  3. 다음날 피부가 개선될 것 4. 가성비 좋을것중요합니다ㅋㅋ   이 모든 조건을 충족하는게 메디힐 마스크팩 입니다.    저는 수분이 부족한 지성 피부 입니다. 피부에 늘 수분이 부족해서 고민인데, 요즘에 날씨가 갑자기 추워지면서 환절기라 그런지 뭘 해도 피부가 건조하네요.    바쁘다고 피부관리에도 소흘해서 그런지 자꾸 예민해지고 엉망이었는데, 메디힐 히알루론산 마스크팩을 써보니 피부에 수분이 충전되는게 느껴지네요.    가격도 너무 저렴해서 저는 잔뜩 쟁여서 1일 1팩 다시 시작해보려고요 "
62,3,메디힐 유명한거야 다알고 정말 촉촉하네요 에센스만 짜도 한달은 쓰겠어요 완전촉촉
63,3,촉촉하고 가성비 좋은 제품이라 자주 이용해요. 겨울에 특히 더 자주 사게 되네요
64,3,촉촉하고 가성비 좋은 제품이라 자주 이용합니다.
65,3,사용감이 좋아요. 효능도 좋은 것 같구요
66,3,마스크 촉촉하고 진정되는 거 같아요.
67,3,좀 얇아요 전에 사용했던거랑 비교시
68,3,세일가로 저렴하게 구매 
69,3,메디힐 저분자 하일루론산 .마스크. 건조한 겨울에 피부 수분 공급 1등 공식
70,3,메디힐 자작나무 마스크  자작극 안심 착불로 시트도 딱이예요. 건조할때 최고메디힐 좋아요.
71,3,저렴하게 잘샀어요 만족해요
72,3,자작나무 너무촉촉해요 1일1팩하려고 재주문했어요
73,3,딸아이와 같이 쓰려고 주문해요
74,3,유통기한 긴 제품으로 잘 받았어요
75,3,올땡세일보다 더 저렴하게 구입!!
76,3,너무촉촉하고 좋앙요 순하고
77,3,데일리 팩으로 쓰려고 구입합니다 촉촉하구요 보습력도 아주아주 좋아요
78,3,가격 착하게 구입했어요 촉촉하고 아주 좋아요 데일리로 쓰기 딱입니다
79,3,처음 사용해봤는데 집중보습 자작나무 마스크 너무 촉촉하고 좋아요강추합니다
80,4,      마이크로 레드콜라겐 착붙 마스크팩  저에겐 4종 중 레드콜라겐 착붙이 가장 효과가 좋아서 벌써 4번째 구매입니다 빠른 배송은 기본이고 마스크팩 팩키지도 잘 만들어져 있어 뜯기도 쉽고 팩안에 콜라겐 투명 크림이 엄청나게 듬뿍 들어가 있어 팩하기전에 얼굴전체에 고루 발라주고 목과 팔과 종아리에 모두 발라 줄 수 있어 너무 좋습니다  그리고 착붙이란 이름에 걸맞게 매우 얇은 시트가 얼굴에서 흐르지도 않고 흡수가 다 될때까지 착 붙어 있답니다 이것이 전 참 좋았어요 다른 팩은 아래로 흘러 내리거나 누워있지 않으면 크림도 뚝뚝 흘러내리는데 요건 전혀 그렇지 않아요 또 얇은 시트가 얼굴에 무리없이 그대로 착 붙도록 얇은 플라스틱 틀위에 얹어져 있어 얼굴에 붙이기도 쉽게 되어있답니다  더 좋은 하나는 팩하고난 후 얼굴에 크림 전부 흡수되며 끈적임이 전혀 없고 광이난답니다 다른팩 할때는 1일1팩을 해주어야 보습이 유지되었는데 요건 2일1팩으로 충분해서 너무 좋아요  너무 좋아서 친정엄마께도 보내드렸더니 너무 좋다고 사용하시던 것에서 갈아타셨답니다 강추강추예요
81,4,"중국 출장기간 10일 내내 하루 1장 사용했더니, 중국물이 잘 맞냐는 소리까지 들었습니다  1. 편리한 포장 출장, 여행용으로 더더욱 좋은 패키지! 딱 하루 1개씩 쓰는 재미가 있더라고요. 출장 끝무렵에는 팩이 거의 남아있지 않은 걸 보면서 출장이 끝나가구나! 하며 저만의 Dday 카운트를 했답니다 ㅋㅋㅋ 간편하게 왼쪽 상단의 안내대로 잡고 뜯기만 하면 끝!  2. 수분감 풀충전 제아무리 디자인이 예쁘고 포장이 잘 되어있어도 실력! 제품력이 좋지 않다면 아무 소용 없다고 생각하는 사람인데요, 이름 그대로 퓨어워터가 얼굴에 가득해집니다 촉촉 그자체! 앰플이 워낙 가득해서, 트기 쉬운 복숭아뼈쪽이나 팔꿈치 등 남은 앰플을 발라줘도 충분해요  3. 디테일 가득 얼굴에 마스크를 씌우고, 필름을 벗겨내면 이름값 톡톡히 하듯, 착붙 마스크답게 얼굴에 착! 달라붙습니다. 흘러내릴 일이 전혀 없고, 얼굴이나 몸을 움직여도 넉넉한 앰플 덕분인지 꼼짝 안 해서 편하고 수분 흡수도 더 잘 되는 것 같은 느낌이 들어요.  이번 출장에 처음으로 착붙 마스크를 사용해봤는데, 출장 중간쯤 지나다보니 얼굴이 왜 이렇게 좋아졌냐, 중국물이 잘 맞는 것 아니냐, 얼굴에 어떻게 이렇게 광이 나냐 등 한두명이 아닌 여러명이 저를 볼 때마다 피부가 너무 좋다는 말을 해주셨습니다.  아무래도 출장지에서는 잠을 많이 못자니까 팩이라도 꼭 빼먹지 않고 해야겠다고 다짐했고, 그대로 지켰더니 똑같은 화장을 해도 흡수되는 모양이 달라지더라고요.  가격도 합리적이고, 제품력은 말할 것도 없으니 무조건 추천합니다! "
82,4,"강민경 님이 일일 일팩으로 사용한다고 유명해진 팩이고 연예인들도 많이 사용한다고 하고 워낙 후기가 좋길래 구입해봤어요. 사용해보니 엄청 순하고 이름대로 착붙고 젤리같은 제형이라 쓰기 편하네요. 굉장히 얇아서 얼굴에 잘 붙고 줄줄 흐르지 않아서 마음에 듭니다. 들어있는 에센스 양이 엄청 많고 수분감도 매우 좋아서 쓰고나면 피부가 정말 촉촉해지네요. 포장을 쫙 펼칠수 있어서 그것도 좋아요. 남아있는 에센스를 팩 위에 추가로 바르거나 목에 바르기도 편하구요. 피부에 시트가 잘 밀착되는 느낌이 있고 에센스가 많아서 수분을 보충해주는 효과가 있어요.  얼굴에 밀착은 정말 훌륭합니다. 모든 팩중에 단연 최고인것 같습니다. 아무리 흔들어도 밑으로 흐르지 않아요. 또 에센스가  젤리 제형이라 좋습니다. 물처럼 흐르는 에센스는 불편해서 팩을 하고 나면 피부가 촉촉 광이 나고 뽀얗게 되면서 환해지는 느낌이 있어 만족합니다. 시트도 지금까지 써본것 중에 순하고 부드러워서 피부 예민하신 분들도 사용하기에 괜찮을 것 같아요. 얇고 유연성있는 재질이라 피부에 밀착되어 좋고 자극이 없어 다른 팩들은 20분 하고 바로 제거하는데 이 팩은 40분 이상해도 끝까지 마르지 않고 촉촉하게 유지되어서 피부 컨디션 안좋은 날이나 화장 전에 하기 좋은 것 같습니다. 저녁에 팩하고 남은 에센스 흡수시킨후 크림 바르고 자면 아침까지 피부가 촉촉해집니다.  제가 사용한 퓨어 워터 시트 마스크는 피부 보습에 초점을 맞춘 제품이라, 건조한 피부를 촉촉하게 만들어주는 효과는 탁월한 것 같네요. 사용 후에 피부에 즉각적으로 촉촉한 느낌을 주기도 하고 제품에 함유된 성분들이 피부에 잘 스며들어 보습 효과가 충분히 있는 것 같습니다. 말랑거리는 시트 재질도 좋고 안에 에센스가 정말 많이 들어있어서 수분감이 매우 좋아요. 남은 마스크팩 내용물을 목이나 다른 곳에 바를 정도로 에센스가 정말 충분하고 마스크를 하고 나면 바로 진정되고 결이 좋아져서 만족하는 마스크입니다. 특히 열감이 있을때 사용하면 더욱 좋을 것 같네요. 바쁘더라도 저도 일일 일팩 해야겠어요. 컬리 페스타로 계속 좋은 가격에 구입할 수 있으면 좋겠습니다. 다음 번에는 비타민 시트 마스크도 사용해봐야겠습니다"
83,4,ㅇ할인하길래 사봤어요ㅎㅎㅎ
84,4,할인하고 있어서 넉넉히 구입했어요
85,4,데일리 팩으로 좋아요
86,4,데일리 팩으로 좋아요
87,4,데일리 팩으로 적당
88,4,당김없이 촉촉하고 환해지는 느낌이라 좋아요
89,4,비타민만 쓰다  콜라겐을 써보니 또다른 느낌이네요. 얼굴이 더 매끈한 느낌 하고 나면 탄탄한 느낌이 들어서 좋아요
90,4,가을철 푸석해진 피부에 깔맞춤일 거 같아 구매했습니다.
91,4,세일할때마다 구매합니다 촉촉하니 좋아요
92,4,콜라겐 마스크 촉촉하고 남은 여분도 넉넉해 피부에 다양하게 사용합니다
93,4,제가 써보곤 너무 좋아 선물했어요
94,4,미백효과는 쪼매 잇는듯요 그렇게 수분톡톡은 아닌듯요
95,4,처음구매했어요 효과기대합니다
96,4,처음구매해보네요 효과기대합니다
97,4,연말모임 선물용우로 구매
98,4,세일할 때마다 쟁여놓습니다.사용 후 속건조도 개선되는 느낌.
99,4,촉촉하니 수분감 오래 유지되어 좋습니다.
100,5,에스트라 아토베리어 365 크림  30대 중반 여자복합성피부  구매동기  요즘 날씨도 건조하고 쌀쌀해서 크림으로 구매했음 사용한 지는 7년 되었으며 이번에 화장품이 다 되어 다시 재구매했음  피부 안정성 테스트 완료!  사용감  화장품 향은 안나고 발림성은 부드럽고 퍽퍽하지 않음. 흡수율도 높아서 보습력이 오랫동안 지속함. 크림제품이다 보니 속건조를 잡아주고 표면이 부들부들해 짐. 예전에 피부과에서 레이저시술을 받고 재생크림이 필요하여 에스트라 제품으로 꾸준하게 발랐는데 새살도 잘 올라오고 만족스럽게 잘 사용했음.  장점  에스트라 제품 대부분이 순한 성분으로 만들어졌으며 몇년 전까지만 해도 피부과에서 사용하던 재생크림이였습니다. 거기다가 건조함이랑 유분감을 동시에 가능한 크림이라 만능크림이라고 보면 됨.  단점  80ml 라서 오랫동안 사용은 못하지만 화장품은 오래 사용하는 것보단 짧게 사용하고 또 구매하는 것이 좋은것 같아요.    총평  몇년 전 피부과에서 사용했던 크림이였다보니 믿음이 가기도 하고 민감성 알러지 여드름성 피부에도 사용이 가능한 만능크림이라 부담없이 사용하기 좋으며 발림성도 좋아서 아침 저녁으로 사용해도 괜찮은 제품입니다.
101,5,"평소 화장품 제품은 주로 다른 오프라인점에서 구매를 했는데 훨씬 저렴하고 간편한 방법으로 처음으로 뷰티컬리를 통해 구매했습니다! 식품과 화장품을 함께 구매할 수 있다는 점과 첫구매 할인으로 정말 저렴한 가격에 득템할 수 있다는 부분에서 뷰티 컬리로 재의사 무조건 있습니다.. 에스트라의 상품 자체는 워낙 유명하고, 저는 건성피부이지만 워낙 많은 제품 유목민이다가, 겨우 정착한 케이슨데 정말 잘 맞고 트러블이나 좁쌀도 정말 많이 개선된 상품이에요. 혹시 저처럼 유목민이신분은 정말 한번쯤은 사용해봐도 좋을 거에요 추천드립니다 제형은 너무 찐득하지도, 거부감이 드는 향도 나지 않아서 무난하고 정착템으로 정말 찰떡입니다 마무리감도 좋고 다가오는 겨울에도 쫀쫀하고 촉촉하게 건조한 피부에서 지킬 수 있을 거 같아요! 컬리 구매 시스템도 정말 마음에 드는데, 합리적인 가격으로 좋은 상품을 구매해서 정말 좋네요! 앞으로도 뷰티컬리는 늘 구매하는 걸로"
102,5,한동안 스킨케어를 놓고 있다가 피부장벽에 대한 중요함을 몸소 느끼던차에 에스트라베리어 크림을 발견했어요.에스트라시카세럼을 먼저 사용해보았기때문에 에스트라크림도 의심없이 구매했는데 크림 제형도 부담없고 얼굴이 자연스럽지만 쫀쫀해지는 느낌입니다. 과하지않게 진짜 장벽이 만들어지고 있다는 느낌이 들어요. 인위적으로 코팅되는 느낌이나 자극적인 기능제품들을 선호하지않아서 에스트라 크림이 안심되고 저에겐 딱이네요. 자기전 듬뿍발라주면 마음이 편안해져요. 며칠간 사용만으로도 피부가 달라진 느낌을 이미 느꼈기때문에 자고일어나면 분명히 또 좋을거라는 확신이 들어요
103,5,워낙 추천해서 한번 써 보고 다 쓴 후 재구매. 상당히 괜찮은 제품. 가격도 나쁘지 않아 데일리로 편하게 쓸수 있어 좋음
104,5,보습크림으로 유명 촉촉하네요
105,5,항상이용하는제품 너무좋아요.
106,5,최저가 대박임 에스트라 겨울에 쓰기 좋아요 닥더지 제로이드에서 갈아탐
107,5,겨울에 크림이 좋다고해서 더 추가 주문했어요
108,5,너무좋아요!! 재구매할꺼같아요
109,5,등하원하면서 볼이 다 트고 땡겼눈데 두어번 바르니 속건조까지 다 해결됐어요
110,5,겨울엔 이만한 크림이 없는듯해요.
111,5,2년전부터 써왔는데 가격이좋네요 여름에는 양을줄여서 조금만 바르면 그외 계절엔 촉촉하고  좋아요
112,5,무난하게 쓰기 좋습니댜 ㅎㅎ
113,5,겨울철 보습 관리는 이걸로 합니다. 유투버 제이나 님이 추천해서 두통째 쓰고 있는데 아주 좋아요
114,5,겨울 필수 기초템!
115,5,촉촉하고 순하고 굿
116,5,에스트라 좋아요!!!!
117,5,뷰티컬리는 처음 사용해봤는데 할인도 많이 해주고 배송까지 빠르니 너무 편리하고 좋은 것 같아요 ㅎㅎ 리뉴얼 된 버전 사봤는데 기존보다 더 좋고 겨울에 잘 쓸 거 같아요
118,5,저녁에 바르기 제일 좋은 크림 상시템입니다
